,Date,Airline,Flight_Number,Aircraft_Model,Origin_Airport,Origin_City,Destination_Airport,Destination_City,Scheduled_Departure_Time,Actual_Departure_Time,Scheduled_Arrival_Time,Actual_Arrival_Time,Flight_Duration_Minutes,Passenger_Count,Available_Seats,Load_Factor,Passenger_Category,Departure_Delay_Minutes,Arrival_Delay_Minutes,Flight_Status,Delay_Reason,Cancellation_Reason,Ticket_Price_INR,Revenue_INR
FL00795,21-01-2024,IndiGo,6E 743,Airbus A321neo,GOI,Goa,BLR,Bengaluru,18:34,18:58,19:38,20:04,64,193,220,0.8773,Leisure,24,26,Delayed,Late Arrival of Aircraft,,3320,640760
FL00972,21-01-2024,SpiceJet,SG 365,Boeing 737-800,DEL,Delhi,PNQ,Pune,17:20,17:26,19:28,19:40,128,164,189,0.8677,Family,6,12,On Time,,,6920,1134880
FL01729,21-01-2024,Air India Express,IX 575,Boeing 737-800,AMD,Ahmedabad,NAG,Nagpur,07:03,07:03,08:34,08:38,91,158,180,0.8778,Family,0,4,On Time,,,4480,707840
FL02080,21-01-2024,IndiGo,6E 225,Airbus A321neo,NAG,Nagpur,GOI,Goa,20:48,20:52,22:27,22:30,99,152,220,0.6909,Business,4,3,On Time,,,3960,601920
FL02560,21-01-2024,IndiGo,6E 659,Airbus A321neo,LKO,Lucknow,NAG,Nagpur,16:19,16:26,17:41,17:45,82,172,220,0.7818,Business,7,4,On Time,,,3900,670800
FL03642,21-01-2024,Air India Express,IX 311,Boeing 737-8,CJB,Coimbatore,PNQ,Pune,05:57,08:12,07:43,09:46,106,123,189,0.6508,Senior Citizen,135,123,Delayed,Technical Issue,,4560,560880
FL03824,21-01-2024,Akasa Air,QP 281,Boeing 737 MAX 8,AMD,Ahmedabad,PNQ,Pune,20:17,20:21,21:41,21:46,84,152,189,0.8042,Business,4,5,On Time,,,2800,425600
FL04147,21-01-2024,IndiGo,6E 383,Airbus A321neo,BLR,Bengaluru,CCU,Kolkata,05:33,05:39,08:12,08:12,159,190,220,0.8636,Leisure,6,0,On Time,,,9350,1776500
FL04257,21-01-2024,IndiGo,6E 471,Airbus A320neo,CCU,Kolkata,AMD,Ahmedabad,09:15,09:19,12:01,12:08,166,165,180,0.9167,Senior Citizen,4,7,On Time,,,10570,1744050
FL04430,21-01-2024,Air India Express,IX 523,Boeing 737-8,JAI,Jaipur,BOM,Mumbai,09:16,09:22,11:09,11:16,113,181,189,0.9577,Family,6,7,On Time,,,5290,957490
FL04969,21-01-2024,Akasa Air,QP 597,Boeing 737 MAX 8,BOM,Mumbai,GAU,Guwahati,14:48,14:52,18:23,18:30,215,159,189,0.8413,Business,4,7,On Time,,,12210,1941390
FL01841,22-01-2024,SpiceJet,SG 524,Boeing 737-800,AMD,Ahmedabad,BOM,Mumbai,09:01,09:10,10:16,10:25,75,130,189,0.6878,Student,9,9,On Time,,,2090,271700
FL02018,22-01-2024,SpiceJet,SG 568,Bombardier Q400,DEL,Delhi,MAA,Chennai,07:26,07:26,10:32,10:35,186,53,78,0.6795,Student,0,3,On Time,,,8000,424000
FL02321,22-01-2024,Air India,AI 236,Boeing 787-8,DEL,Delhi,PNQ,Pune,05:40,05:48,07:51,08:04,131,232,256,0.9062,Leisure,8,13,On Time,,,7090,1644880
FL02605,22-01-2024,IndiGo,6E 692,ATR 72,GAU,Guwahati,DEL,Delhi,05:27,07:10,08:10,10:09,163,52,70,0.7429,Business,103,119,Delayed,Air Traffic,,8180,425360
FL02698,22-01-2024,Akasa Air,QP 807,Boeing 737 MAX 8,JAI,Jaipur,DEL,Delhi,12:22,12:58,13:13,13:53,51,112,189,0.5926,Family,36,40,Delayed,Crew,,1800,201600
FL02122,23-01-2024,Air India Express,IX 688,Boeing 737-800,DEL,Delhi,BOM,Mumbai,09:50,09:55,12:00,12:08,130,169,180,0.9389,Business,5,8,On Time,,,5470,924430
FL02501,23-01-2024,Air India Express,IX 798,Boeing 737-8,MAA,Chennai,CJB,Coimbatore,21:30,21:31,22:30,22:33,60,157,189,0.8307,Student,1,3,On Time,,,1910,299870
FL02750,23-01-2024,IndiGo,6E 827,Airbus A320neo,GOI,Goa,AMD,Ahmedabad,13:27,13:33,15:14,15:23,107,178,180,0.9889,Senior Citizen,6,9,On Time,,,6070,1080460
FL03282,23-01-2024,IndiGo,6E 504,Airbus A321neo,COK,Kochi,CCU,Kolkata,17:29,17:38,20:39,20:46,190,166,220,0.7545,Leisure,9,7,On Time,,,12280,2038480
FL03351,23-01-2024,Air India Express,IX 240,Boeing 737-8,GAU,Guwahati,HYD,Hyderabad,10:22,12:43,13:14,15:41,172,134,189,0.709,Leisure,141,147,Delayed,Ground Operations,,8890,1191260
FL04143,23-01-2024,Air India Express,IX 444,Boeing 737-800,BLR,Bengaluru,MAA,Chennai,09:57,10:03,10:56,11:10,59,159,180,0.8833,Family,6,14,On Time,,,1800,286200
FL04232,23-01-2024,IndiGo,6E 448,ATR 72,GOI,Goa,MAA,Chennai,08:08,08:09,09:37,09:37,89,48,70,0.6857,Family,1,0,On Time,,,3640,174720
FL01161,24-01-2024,IndiGo,6E 232,Airbus A321neo,PNQ,Pune,CJB,Coimbatore,10:50,12:26,12:41,13:55,111,166,220,0.7545,Student,96,74,Delayed,Technical Issue,,5500,913000
FL01433,24-01-2024,Air India Express,IX 493,Boeing 737-800,BOM,Mumbai,HYD,Hyderabad,15:49,15:56,17:18,17:32,89,106,180,0.5889,Senior Citizen,7,14,On Time,,,2830,299980
FL01660,24-01-2024,SpiceJet,SG 491,Bombardier Q400,MAA,Chennai,BLR,Bengaluru,13:07,13:16,14:06,14:20,59,69,78,0.8846,Senior Citizen,9,14,On Time,,,1800,124200
FL02152,24-01-2024,SpiceJet,SG 592,Boeing 737-800,AMD,Ahmedabad,PNQ,Pune,17:25,17:32,18:38,18:41,73,143,189,0.7566,Leisure,7,3,On Time,,,2460,351780
FL02919,24-01-2024,IndiGo,6E 981,ATR 72,NAG,Nagpur,BOM,Mumbai,09:36,09:44,10:57,11:03,81,43,70,0.6143,Leisure,8,6,On Time,,,3540,152220
FL03454,24-01-2024,Air India,AI 676,Boeing 787-8,CJB,Coimbatore,HYD,Hyderabad,12:27,12:33,14:07,14:15,100,180,256,0.7031,Family,6,8,On Time,,,4410,793800
FL04673,24-01-2024,Air India,AI 379,Airbus A320,NAG,Nagpur,BOM,Mumbai,18:49,18:55,20:14,20:21,85,112,174,0.6437,Business,6,7,On Time,,,3620,405440
FL00422,25-01-2024,IndiGo,6E 475,Airbus A320neo,MAA,Chennai,LKO,Lucknow,16:26,16:33,19:01,19:08,155,121,180,0.6722,Family,7,7,On Time,,,8070,976470
FL00485,25-01-2024,IndiGo,6E 529,Airbus A321neo,LKO,Lucknow,PNQ,Pune,15:09,16:16,17:16,18:16,127,180,220,0.8182,Business,67,60,Delayed,Weather,,6590,1186200
FL00723,25-01-2024,IndiGo,6E 690,ATR 72,DEL,Delhi,JAI,Jaipur,08:26,08:53,09:11,09:28,45,50,70,0.7143,Student,27,17,Delayed,Crew,,1800,90000
FL01382,25-01-2024,IndiGo,6E 437,Airbus A320neo,LKO,Lucknow,BLR,Bengaluru,10:01,10:04,12:51,12:59,170,170,180,0.9444,Student,3,8,On Time,,,7990,1358300
FL02276,25-01-2024,Air India,AI 220,Airbus A321,GOI,Goa,DEL,Delhi,17:55,17:58,20:28,20:40,153,115,190,0.6053,Family,3,12,On Time,,,7630,877450
FL02870,25-01-2024,IndiGo,6E 934,Airbus A321neo,AMD,Ahmedabad,DEL,Delhi,14:15,14:16,15:53,15:53,98,117,220,0.5318,Leisure,1,0,On Time,,,2950,345150
FL03372,25-01-2024,Air India,AI 648,Boeing 787-8,CCU,Kolkata,GAU,Guwahati,08:53,11:03,10:05,12:19,72,196,256,0.7656,Leisure,130,134,Delayed,Air Traffic,,2930,574280
FL03934,25-01-2024,Air India,AI 897,Airbus A321,NAG,Nagpur,CJB,Coimbatore,16:40,16:43,18:44,18:44,124,144,190,0.7579,Family,3,0,On Time,,,6210,894240
FL04746,25-01-2024,Akasa Air,QP 522,Boeing 737 MAX 8,GOI,Goa,MAA,Chennai,16:14,19:10,17:49,20:52,95,139,189,0.7354,Family,176,183,Delayed,Late Arrival of Aircraft,,4050,562950
FL00164,26-01-2024,Air India,AI 144,Airbus A320,MAA,Chennai,BOM,Mumbai,21:52,23:21,23:49,01:15,117,151,174,0.8678,Family,89,86,Delayed,Technical Issue,,6130,925630
FL00633,26-01-2024,SpiceJet,SG 268,Bombardier Q400,MAA,Chennai,BLR,Bengaluru,15:47,15:53,16:36,16:37,49,55,78,0.7051,Leisure,6,1,On Time,,,1800,99000
FL03255,26-01-2024,Air India Express,IX 213,Boeing 737-800,PNQ,Pune,NAG,Nagpur,22:24,22:30,23:47,23:53,83,136,180,0.7556,Leisure,6,6,On Time,,,3110,422960
FL04568,26-01-2024,IndiGo,6E 717,Airbus A320neo,GOI,Goa,AMD,Ahmedabad,17:26,17:31,19:08,19:19,102,171,180,0.95,Student,5,11,On Time,,,5510,942210
FL01315,27-01-2024,IndiGo,6E 375,Airbus A321neo,AMD,Ahmedabad,DEL,Delhi,10:59,11:08,12:38,12:52,99,210,220,0.9545,Business,9,14,On Time,,,4600,966000
FL01364,27-01-2024,IndiGo,6E 423,Airbus A320neo,BOM,Mumbai,MAA,Chennai,10:18,13:01,12:19,14:59,121,171,180,0.95,Leisure,163,160,Delayed,Weather,,6570,1123470
FL01620,27-01-2024,IndiGo,6E 655,Airbus A320neo,BLR,Bengaluru,AMD,Ahmedabad,08:05,08:14,10:18,10:20,133,176,180,0.9778,Business,9,2,On Time,,,6850,1205600
FL02097,27-01-2024,IndiGo,6E 240,Airbus A321neo,MAA,Chennai,GOI,Goa,16:46,17:45,18:17,19:35,91,207,220,0.9409,Family,59,78,Delayed,Late Arrival of Aircraft,,4500,931500
FL02118,27-01-2024,Air India Express,IX 687,Boeing 737-800,PNQ,Pune,CJB,Coimbatore,11:24,11:24,13:15,13:17,111,134,180,0.7444,Leisure,0,2,On Time,,,4600,616400
FL02229,27-01-2024,Akasa Air,QP 708,Boeing 737 MAX 8,BLR,Bengaluru,DEL,Delhi,21:50,22:53,00:48,01:40,178,150,189,0.7937,Business,63,52,Delayed,Technical Issue,,9440,1416000
FL02296,27-01-2024,Akasa Air,QP 722,Boeing 737 MAX 8,CJB,Coimbatore,CCU,Kolkata,10:32,10:41,13:41,13:52,189,185,189,0.9788,Family,9,11,On Time,,,11300,2090500
FL02814,27-01-2024,IndiGo,6E 886,Airbus A320neo,BLR,Bengaluru,COK,Kochi,19:52,19:57,20:52,20:57,60,169,180,0.9389,Business,5,5,On Time,,,2330,393770
FL03353,27-01-2024,Air India Express,IX 241,Boeing 737-8,GOI,Goa,PNQ,Pune,13:55,14:04,14:56,14:57,61,140,189,0.7407,Business,9,1,On Time,,,1960,274400
FL03691,27-01-2024,IndiGo,6E 866,Airbus A320neo,CCU,Kolkata,DEL,Delhi,21:18,21:23,23:38,23:38,140,170,180,0.9444,Student,5,0,On Time,,,8440,1434800
FL03838,27-01-2024,IndiGo,6E 972,ATR 72,AMD,Ahmedabad,COK,Kochi,06:37,07:31,09:13,10:18,156,43,70,0.6143,Leisure,54,65,Delayed,Crew,,7000,301000
FL03886,27-01-2024,Air India,AI 874,Boeing 787-8,BOM,Mumbai,AMD,Ahmedabad,17:16,17:21,18:17,18:21,61,181,256,0.707,Leisure,5,4,On Time,,,2460,445260
FL04644,27-01-2024,Air India Express,IX 604,Boeing 737-800,BOM,Mumbai,BLR,Bengaluru,16:50,16:52,18:44,18:44,114,130,180,0.7222,Leisure,2,0,On Time,,,4030,523900
FL00125,28-01-2024,IndiGo,6E 217,Airbus A321neo,CCU,Kolkata,NAG,Nagpur,17:25,17:26,19:20,19:26,115,178,220,0.8091,Family,1,6,On Time,,,6010,1069780
FL00435,28-01-2024,IndiGo,6E 485,Airbus A321neo,AMD,Ahmedabad,COK,Kochi,12:20,13:38,14:55,16:24,155,179,220,0.8136,Senior Citizen,78,89,Delayed,Air Traffic,,10020,1793580
FL00620,28-01-2024,Akasa Air,QP 262,Boeing 737 MAX 8,DEL,Delhi,JAI,Jaipur,06:41,06:47,07:33,07:40,52,136,189,0.7196,Family,6,7,On Time,,,1800,244800
FL00726,28-01-2024,SpiceJet,SG 289,Boeing 737-800,LKO,Lucknow,CCU,Kolkata,11:32,11:36,13:18,13:20,106,158,189,0.836,Leisure,4,2,On Time,,,5200,821600
FL01019,28-01-2024,IndiGo,6E 905,Airbus A321neo,AMD,Ahmedabad,GOI,Goa,09:41,09:46,11:31,11:41,110,144,220,0.6545,Student,5,10,On Time,,,4230,609120
FL01386,28-01-2024,IndiGo,6E 439,Airbus A321neo,LKO,Lucknow,MAA,Chennai,17:19,17:19,20:01,20:01,162,176,220,0.8,Business,0,0,On Time,,,7610,1339360
FL02567,28-01-2024,Air India,AI 344,Airbus A321,DEL,Delhi,CCU,Kolkata,15:18,15:18,17:38,17:39,140,156,190,0.8211,Family,0,1,On Time,,,8060,1257360
FL03176,28-01-2024,IndiGo,6E 412,ATR 72,LKO,Lucknow,NAG,Nagpur,06:58,07:02,08:30,08:41,92,69,70,0.9857,Leisure,4,11,On Time,,,4090,282210
FL03443,28-01-2024,IndiGo,6E 652,ATR 72,HYD,Hyderabad,BLR,Bengaluru,20:23,20:31,21:39,21:42,76,69,70,0.9857,Family,8,3,On Time,,,2700,186300
FL04441,28-01-2024,IndiGo,6E 624,Airbus A320neo,COK,Kochi,BOM,Mumbai,13:44,,15:45,,121,0,180,0,Family,0,0,Cancelled,,Air Traffic,5030,0
FL04474,28-01-2024,IndiGo,6E 652,ATR 72,DEL,Delhi,NAG,Nagpur,16:40,16:43,18:23,18:25,103,41,70,0.5857,Leisure,3,2,On Time,,,4360,178760
FL00451,29-01-2024,Air India,AI 263,Boeing 787-8,DEL,Delhi,BOM,Mumbai,12:51,,14:52,,121,0,256,0,Leisure,0,0,Cancelled,,Air Traffic,6680,0
FL01940,29-01-2024,Air India Express,IX 649,Boeing 737-800,BLR,Bengaluru,GOI,Goa,08:04,08:12,09:16,09:21,72,135,180,0.75,Leisure,8,5,On Time,,,1940,261900
FL02046,29-01-2024,Air India Express,IX 664,Boeing 737-8,CJB,Coimbatore,DEL,Delhi,14:24,14:33,17:43,17:54,199,105,189,0.5556,Business,9,11,On Time,,,8340,875700
FL02160,29-01-2024,SpiceJet,SG 594,Bombardier Q400,BOM,Mumbai,GOI,Goa,20:28,20:33,21:34,21:47,66,54,78,0.6923,Leisure,5,13,On Time,,,2030,109620
FL03134,29-01-2024,Air India,AI 562,Boeing 787-8,GOI,Goa,CJB,Coimbatore,06:37,07:28,07:49,08:28,72,201,256,0.7852,Family,51,39,Delayed,Technical Issue,,3350,673350
FL03260,29-01-2024,SpiceJet,SG 834,Boeing 737-800,COK,Kochi,BLR,Bengaluru,22:16,22:21,23:10,23:13,54,160,189,0.8466,Business,5,3,On Time,,,1990,318400
FL04014,29-01-2024,SpiceJet,SG 225,Boeing 737-800,HYD,Hyderabad,DEL,Delhi,11:14,11:17,13:30,13:37,136,156,189,0.8254,Student,3,7,On Time,,,7360,1148160
FL04276,29-01-2024,Air India Express,IX 478,Boeing 737-8,DEL,Delhi,COK,Kochi,21:02,21:10,00:42,00:53,220,141,189,0.746,Family,8,11,On Time,,,9250,1304250
FL00028,30-01-2024,IndiGo,6E 136,ATR 72,HYD,Hyderabad,BLR,Bengaluru,16:16,16:22,17:28,17:28,72,48,70,0.6857,Family,6,0,On Time,,,2240,107520
FL00281,30-01-2024,Air India Express,IX 196,Boeing 737-8,NAG,Nagpur,JAI,Jaipur,18:55,19:02,20:28,20:32,93,183,189,0.9683,Leisure,7,4,On Time,,,4510,825330
FL01261,30-01-2024,Air India,AI 611,Boeing 787-8,LKO,Lucknow,PNQ,Pune,19:34,19:34,21:39,21:39,125,168,256,0.6562,Leisure,0,0,On Time,,,6470,1086960
FL02298,30-01-2024,IndiGo,6E 409,Airbus A320neo,DEL,Delhi,NAG,Nagpur,10:20,10:28,12:02,12:05,102,131,180,0.7278,Student,8,3,On Time,,,4090,535790
FL03595,30-01-2024,Akasa Air,QP 232,Boeing 737 MAX 8,DEL,Delhi,GAU,Guwahati,08:25,08:26,11:02,11:11,157,120,189,0.6349,Business,1,9,On Time,,,6020,722400
FL00176,31-01-2024,Air India Express,IX 157,Boeing 737-8,DEL,Delhi,PNQ,Pune,10:28,10:34,12:45,12:45,137,112,189,0.5926,Business,6,0,On Time,,,5720,640640
FL00555,31-01-2024,Akasa Air,QP 228,Boeing 737 MAX 8,PNQ,Pune,CCU,Kolkata,08:18,09:26,11:10,12:24,172,126,189,0.6667,Business,68,74,Delayed,Air Traffic,,8180,1030680
FL00903,31-01-2024,IndiGo,6E 836,Airbus A321neo,BOM,Mumbai,COK,Kochi,13:41,13:45,15:48,15:56,127,142,220,0.6455,Business,4,8,On Time,,,5180,735560
FL01390,31-01-2024,IndiGo,6E 448,Airbus A321neo,BLR,Bengaluru,BOM,Mumbai,20:14,20:17,21:47,21:47,93,170,220,0.7727,Student,3,0,On Time,,,4480,761600
FL02388,31-01-2024,Air India,AI 265,Boeing 787-8,BOM,Mumbai,MAA,Chennai,10:41,10:44,12:33,12:36,112,182,256,0.7109,Leisure,3,3,On Time,,,6190,1126580
FL02811,31-01-2024,Air India Express,IX 902,Boeing 737-800,BOM,Mumbai,CCU,Kolkata,18:26,18:35,21:23,21:37,177,107,180,0.5944,Leisure,9,14,On Time,,,7930,848510
FL02840,31-01-2024,SpiceJet,SG 737,Boeing 737-800,HYD,Hyderabad,BLR,Bengaluru,07:06,,08:19,,73,0,189,0,Student,0,0,Cancelled,,Other,2100,0
FL04459,31-01-2024,Air India,AI 309,Airbus A320,COK,Kochi,MAA,Chennai,12:06,12:10,13:16,13:20,70,113,174,0.6494,Leisure,4,4,On Time,,,3080,348040
FL01926,01-02-2024,IndiGo,6E 890,Airbus A320neo,BOM,Mumbai,GOI,Goa,15:04,15:09,16:08,16:14,64,112,180,0.6222,Business,5,6,On Time,,,2000,224000
FL04682,01-02-2024,Akasa Air,QP 505,Boeing 737 MAX 8,DEL,Delhi,MAA,Chennai,18:46,20:38,21:43,23:48,177,121,189,0.6402,Leisure,112,125,Delayed,Weather,,8180,989780
FL04803,01-02-2024,IndiGo,6E 895,Airbus A320neo,PNQ,Pune,NAG,Nagpur,07:50,07:57,09:13,09:19,83,128,180,0.7111,Business,7,6,On Time,,,2860,366080
FL00763,02-02-2024,IndiGo,6E 718,ATR 72,AMD,Ahmedabad,JAI,Jaipur,16:07,16:10,17:26,17:32,79,53,70,0.7571,Leisure,3,6,On Time,,,2880,152640
FL02011,02-02-2024,SpiceJet,SG 563,Boeing 737-800,DEL,Delhi,LKO,Lucknow,21:32,21:41,22:43,22:56,71,157,189,0.8307,Student,9,13,On Time,,,2170,340690
FL02385,02-02-2024,Air India,AI 263,Boeing 787-8,BOM,Mumbai,HYD,Hyderabad,12:46,12:50,14:13,14:15,87,204,256,0.7969,Leisure,4,2,On Time,,,3130,638520
FL03096,02-02-2024,Air India,AI 550,Boeing 787-8,JAI,Jaipur,NAG,Nagpur,07:55,07:58,09:24,09:24,89,171,256,0.668,Senior Citizen,3,0,On Time,,,3920,670320
FL03306,02-02-2024,IndiGo,6E 515,Airbus A321neo,BOM,Mumbai,MAA,Chennai,07:26,07:33,09:23,09:31,117,177,220,0.8045,Family,7,8,On Time,,,5620,994740
FL03698,02-02-2024,IndiGo,6E 879,Airbus A320neo,HYD,Hyderabad,PNQ,Pune,15:40,15:41,16:57,16:57,77,102,180,0.5667,Leisure,1,0,On Time,,,2510,256020
FL00287,03-02-2024,SpiceJet,SG 187,Bombardier Q400,GOI,Goa,HYD,Hyderabad,08:21,08:22,09:36,09:38,75,56,78,0.7179,Family,1,2,On Time,,,2420,135520
FL00635,03-02-2024,Air India Express,IX 279,Boeing 737-8,BOM,Mumbai,HYD,Hyderabad,20:57,21:38,22:26,23:16,89,134,189,0.709,Leisure,41,50,Delayed,Late Arrival of Aircraft,,3520,471680
FL00643,03-02-2024,Akasa Air,QP 265,Boeing 737 MAX 8,GOI,Goa,HYD,Hyderabad,22:06,22:13,23:34,23:48,88,151,189,0.7989,Leisure,7,14,On Time,,,2420,365420
FL00759,03-02-2024,SpiceJet,SG 300,Bombardier Q400,BLR,Bengaluru,CCU,Kolkata,18:59,19:30,21:45,22:20,166,67,78,0.859,Leisure,31,35,Delayed,Late Arrival of Aircraft,,6820,456940
FL01206,03-02-2024,IndiGo,6E 269,ATR 72,PNQ,Pune,GOI,Goa,14:26,14:29,15:25,15:25,59,45,70,0.6429,Business,3,0,On Time,,,1800,81000
FL01442,03-02-2024,IndiGo,6E 483,ATR 72,GAU,Guwahati,CCU,Kolkata,15:54,15:57,17:16,17:26,82,54,70,0.7714,Business,3,10,On Time,,,2580,139320
FL02447,03-02-2024,Air India Express,IX 781,Boeing 737-8,PNQ,Pune,BLR,Bengaluru,07:47,07:54,09:13,09:21,86,121,189,0.6402,Student,7,8,On Time,,,3430,415030
FL02774,03-02-2024,IndiGo,6E 857,ATR 72,NAG,Nagpur,AMD,Ahmedabad,19:19,19:21,20:55,20:55,96,54,70,0.7714,Student,2,0,On Time,,,3960,213840
FL03531,03-02-2024,Akasa Air,QP 214,Boeing 737 MAX 8,PNQ,Pune,BLR,Bengaluru,19:47,,21:12,,85,0,189,0,Leisure,0,0,Cancelled,,Technical Issue,2640,0
FL04541,03-02-2024,Akasa Air,QP 473,Boeing 737 MAX 8,CJB,Coimbatore,COK,Kochi,06:00,06:04,06:48,06:51,48,137,189,0.7249,Leisure,4,3,On Time,,,1800,246600
FL04738,03-02-2024,Air India,AI 403,Airbus A321,BOM,Mumbai,GAU,Guwahati,14:00,14:08,17:29,17:40,209,173,190,0.9105,Family,8,11,On Time,,,13270,2295710
FL00732,04-02-2024,IndiGo,6E 694,Airbus A321neo,LKO,Lucknow,AMD,Ahmedabad,08:35,08:37,10:24,10:24,109,159,220,0.7227,Business,2,0,On Time,,,4520,718680
FL00821,04-02-2024,SpiceJet,SG 315,Boeing 737-800,AMD,Ahmedabad,DEL,Delhi,19:44,19:51,21:21,21:30,97,150,189,0.7937,Leisure,7,9,On Time,,,3400,510000
FL00988,04-02-2024,SpiceJet,SG 368,Boeing 737-800,HYD,Hyderabad,GOI,Goa,21:12,21:16,22:16,22:16,64,137,189,0.7249,Family,4,0,On Time,,,2870,393190
FL01486,04-02-2024,Air India,AI 697,Airbus A320,LKO,Lucknow,GOI,Goa,08:50,08:53,11:22,11:29,152,139,174,0.7989,Business,3,7,On Time,,,8630,1199570
FL01669,04-02-2024,Air India,AI 784,Boeing 787-8,BLR,Bengaluru,DEL,Delhi,14:42,14:50,17:36,17:45,174,197,256,0.7695,Leisure,8,9,On Time,,,9680,1906960
FL01732,04-02-2024,IndiGo,6E 732,Airbus A321neo,CCU,Kolkata,GOI,Goa,21:09,21:10,00:09,00:09,180,143,220,0.65,Senior Citizen,1,0,On Time,,,9240,1321320
FL02476,04-02-2024,Air India Express,IX 789,Boeing 737-800,CCU,Kolkata,HYD,Hyderabad,08:18,08:24,10:29,10:39,131,138,180,0.7667,Family,6,10,On Time,,,5950,821100
FL02493,04-02-2024,Air India,AI 310,Airbus A321,GOI,Goa,BOM,Mumbai,14:32,15:47,15:33,16:28,61,168,190,0.8842,Leisure,75,55,Delayed,Security,,2240,376320
FL00292,05-02-2024,Akasa Air,QP 163,Boeing 737 MAX 8,MAA,Chennai,CCU,Kolkata,15:47,18:24,18:13,20:53,146,116,189,0.6138,Senior Citizen,157,160,Delayed,Other,,6450,748200
FL00424,05-02-2024,IndiGo,6E 476,ATR 72,DEL,Delhi,BOM,Mumbai,12:45,12:54,14:50,15:04,125,40,70,0.5714,Leisure,9,14,On Time,,,4360,174400
FL01139,05-02-2024,Air India,AI 566,Airbus A321,BOM,Mumbai,NAG,Nagpur,16:49,16:51,18:17,18:17,88,143,190,0.7526,Business,2,0,On Time,,,3540,506220
FL01309,05-02-2024,IndiGo,6E 365,Airbus A321neo,HYD,Hyderabad,CCU,Kolkata,22:20,22:27,00:17,00:27,117,165,220,0.75,Business,7,10,On Time,,,5670,935550
FL02060,05-02-2024,Air India,AI 946,Airbus A320,MAA,Chennai,DEL,Delhi,18:24,18:24,21:22,21:22,178,121,174,0.6954,Leisure,0,0,On Time,,,9190,1111990
FL02362,05-02-2024,Air India,AI 255,Airbus A320,GOI,Goa,BOM,Mumbai,15:06,15:12,16:07,16:14,61,107,174,0.6149,Senior Citizen,6,7,On Time,,,2370,253590
FL03645,05-02-2024,IndiGo,6E 829,Airbus A320neo,HYD,Hyderabad,BLR,Bengaluru,05:05,05:14,06:06,06:09,61,136,180,0.7556,Leisure,9,3,On Time,,,2450,333200
FL04354,05-02-2024,IndiGo,6E 546,Airbus A321neo,AMD,Ahmedabad,MAA,Chennai,15:30,15:31,18:00,18:02,150,136,220,0.6182,Leisure,1,2,On Time,,,6160,837760
FL04412,05-02-2024,IndiGo,6E 593,Airbus A320neo,HYD,Hyderabad,COK,Kochi,08:10,08:14,09:59,10:12,109,104,180,0.5778,Family,4,13,On Time,,,3620,376480
FL00273,06-02-2024,Air India,AI 169,Boeing 787-8,GOI,Goa,CJB,Coimbatore,09:18,09:27,10:31,10:45,73,199,256,0.7773,Business,9,14,On Time,,,3390,674610
FL01157,06-02-2024,SpiceJet,SG 411,Bombardier Q400,MAA,Chennai,CCU,Kolkata,06:26,06:34,08:49,08:58,143,66,78,0.8462,Leisure,8,9,On Time,,,6750,445500
FL02506,06-02-2024,IndiGo,6E 605,Airbus A320neo,AMD,Ahmedabad,PNQ,Pune,06:05,06:07,07:20,07:25,75,123,180,0.6833,Leisure,2,5,On Time,,,2290,281670
FL03680,06-02-2024,IndiGo,6E 854,Airbus A320neo,AMD,Ahmedabad,DEL,Delhi,10:03,10:03,11:37,11:37,94,71,180,0.3944,Family,0,0,On Time,,,2720,193120
FL04636,06-02-2024,Air India Express,IX 596,Boeing 737-800,DEL,Delhi,HYD,Hyderabad,05:04,,07:24,,140,0,180,0,Family,0,0,Cancelled,,Operational Issue,5450,0
FL04942,06-02-2024,SpiceJet,SG 461,Bombardier Q400,BLR,Bengaluru,MAA,Chennai,06:11,06:15,07:07,07:11,56,59,78,0.7564,Family,4,4,On Time,,,1800,106200
FL00449,07-02-2024,IndiGo,6E 499,Airbus A321neo,CCU,Kolkata,AMD,Ahmedabad,14:58,15:02,17:43,17:47,165,161,220,0.7318,Leisure,4,4,On Time,,,8240,1326640
FL01900,07-02-2024,SpiceJet,SG 535,Boeing 737-800,NAG,Nagpur,COK,Kochi,17:51,20:07,20:06,22:12,135,142,189,0.7513,Leisure,136,126,Delayed,Technical Issue,,5150,731300
FL02823,07-02-2024,IndiGo,6E 894,Airbus A320neo,HYD,Hyderabad,BLR,Bengaluru,11:21,11:22,12:20,12:22,59,145,180,0.8056,Leisure,1,2,On Time,,,2090,303050
FL03414,07-02-2024,IndiGo,6E 622,ATR 72,BLR,Bengaluru,CJB,Coimbatore,11:32,11:40,12:30,12:41,58,42,70,0.6,Leisure,8,11,On Time,,,1800,75600
FL03977,07-02-2024,IndiGo,6E 252,Airbus A321neo,DEL,Delhi,MAA,Chennai,16:36,16:45,19:46,19:59,190,164,220,0.7455,Leisure,9,13,On Time,,,8720,1430080
FL00271,08-02-2024,Air India Express,IX 192,Boeing 737-800,NAG,Nagpur,JAI,Jaipur,22:05,22:11,23:39,23:44,94,108,180,0.6,Family,6,5,On Time,,,2880,311040
FL00513,08-02-2024,IndiGo,6E 551,Airbus A320neo,MAA,Chennai,PNQ,Pune,12:20,12:27,14:01,14:09,101,129,180,0.7167,Senior Citizen,7,8,On Time,,,4610,594690
